245977.19  21830.77
246477.14  21529.67
246977.09  21228.58
247477.06  20927.47
247977.02  20626.38
248476.97  20325.28
248976.92  20024.18
249476.88  19723.08
249976.83  19421.99
250476.78  19120.89
250976.73  18819.79
251476.69  18518.70
251976.64  18217.60
252476.59  17916.50
252976.55  17648.32
253476.50  17397.41
253976.45  17146.49
254476.41  16895.58
254976.36  16644.66
255476.31  16393.75
255976.27  16142.83
256476.22  15891.92
256976.17  15641.01
257476.12  15390.09
257976.08  15139.18
258476.03  14888.27
258975.98  14637.35
259475.94  14386.44
259975.89  14135.52
260475.84  13884.61
260975.80  13633.69
261475.75  13382.78
261975.70  13131.87
262475.66  12880.95
262975.62  12630.03
263475.56  12379.12
263975.53  12128.20
264475.47  11877.30
264975.44  11676.15
265475.38  11475.43
265975.34  11274.69
266475.28  11073.96
266975.25  10873.23
267475.19  10672.50
267975.16  10471.76
268475.09  10271.04
268975.06  10070.30
269475.00   9869.58
269974.97   9668.84
270474.94   9468.10
270974.88   9267.38
271474.84   9066.64
271974.78   8865.91
272474.75   8665.18
272974.69   8464.45
273474.66   8263.71
273974.59   8062.99
274474.56   7862.25
274974.50   7661.52
275474.47   7460.79
275974.41   7260.06
276474.38   7075.78
276974.31   6925.24
277474.28   6774.69
277974.22   6624.14
278474.19   6473.59
278974.12   6323.05
279474.09   6172.49
279974.03   6021.95
280474.00   5871.40
280973.94   5720.85
281473.91   5570.30
281973.84   5419.76
282473.81   5269.20
282973.75   5118.66
283473.72   4968.11
283973.66   4817.56
284473.62   4667.01
284973.56   4516.47
285473.53   4365.91
285973.50   4215.36
286473.44   4064.82
286973.41   3914.26
287473.34   3763.72
287973.31   3613.17
288473.25   3495.94
288973.22   3395.57
289473.16   3295.21
289973.12   3194.84
290473.06   3094.48
290973.03   2994.11
291472.97   2893.75
291972.94   2793.38
292472.88   2693.01
292972.84   2592.65
293472.78   2492.28
293972.75   2391.91
294472.69   2291.55
294972.66   2191.18
295472.59   2090.82
295972.56   1990.45
296472.50   1890.09
296972.47   1789.72
297472.41   1689.36
297972.38   1588.99
298472.31   1488.63
298972.28   1388.26
299472.22   1287.90
299972.19   1187.53
